1.52	9.46
1.60	9.37
1.64	4.93
1.67	4.89
1.75	9.21
1.78	4.76
1.84	9.11
1.93	13.42
1.95	13.40
1.99	13.36
2.02	13.33
2.05	13.29
2.08	17.67
2.12	15.42
2.15	27.15
2.18	36.66
2.21	48.38
2.25	57.16
2.28	72.56
2.31	76.93
2.33	74.71
2.35	114.36
2.37	145.20
2.39	143.71
2.42	136.33
2.46	134.82
2.49	140.66
2.52	152.38
2.55	168.51
2.58	190.52
2.62	205.18
2.65	203.68
2.68	191.15
2.71	202.14
2.73	268.25
2.75	269.70
2.78	277.02
2.79	321.09
2.81	318.86
2.84	307.81
2.85	334.25
2.86	334.23
2.88	365.08
2.89	365.06
2.91	391.49
2.92	391.48
2.94	475.23
2.95	475.21
2.97	506.05
2.99	506.04
3.00	589.78
3.02	589.77
3.03	642.66
3.04	642.64
3.06	757.25
3.07	757.23
3.09	805.71
3.10	805.69
3.12	951.16
3.13	951.15
3.15	951.13
3.17	880.57
3.19	876.13
3.21	876.12
3.22	805.56
3.24	805.55
3.25	748.22
3.27	748.20
3.28	642.38
3.30	642.36
3.31	532.13
3.33	532.11
3.34	488.01
3.36	488.00
3.37	443.89
3.39	646.67
3.40	646.66
3.42	924.39
3.43	924.37
3.45	1338.76
3.46	1338.74
3.48	1581.20
3.49	1581.19
3.51	1581.17
3.52	1294.59
3.54	1294.57
3.55	747.89
3.57	747.88
3.58	364.31
3.60	364.29
3.61	205.56
3.63	205.55
3.64	139.40
3.66	139.38
3.68	104.83
3.70	108.47
3.72	108.46
3.74	68.76
3.77	56.23
3.80	37.83
3.83	33.39
3.87	24.53
3.90	23.03
3.93	17.85
3.96	21.49
3.99	19.99
4.02	15.54
4.05	8.16
4.09	13.27
4.12	15.44
4.14	15.42
4.22	7.25
4.25	12.36
4.28	13.79
4.32	3.76
4.35	4.60
4.37	6.34
