0.0000595424	470.4550695331
0.0001504453	400.4729406130
0.0002600635	377.6074925500
0.0003429455	379.2242414030
0.0004445428	388.2318421551
0.0005434665	345.5034796131
0.0006477375	307.1634353862
0.0007466612	296.5390857812
0.0008482585	262.5873598694
0.0009471822	293.7675163190
0.0010487795	283.3741308358
0.0011477033	242.0315530249
0.0012493006	274.5974942056
0.0013482243	234.8716652476
0.0014524952	281.9883461047
0.0015514189	191.6813744619
0.0016530163	236.2574499787
0.0017519400	169.9707470082
0.0018508637	175.5138859325
0.0019524610	175.9758141762
0.0020540583	187.5240202687
0.0021529820	180.1331683695
0.0022545794	142.0240882645
0.0023588503	141.7931241427
0.0024577740	156.8057920628
0.0025566977	142.9479447519
0.0026582950	149.1839760418
0.0027572188	128.6281691973
0.0028454480	110.8439318150
0.0029443717	125.8565997351
0.0030486427	110.8439318150
0.0031475664	94.6764432856
0.0032464901	110.6129676931
0.0033454138	81.0495600965
0.0034470111	110.6129676931
0.0035486084	97.4480127477
0.0036475321	68.1155692730
0.0037491295	67.8846051511
0.0038480532	44.3262647226
0.0039523241	97.6789768696
0.0040539214	63.7272509579
0.0041528452	82.6663089494
0.0042490952	70.4252104915
0.0043506926	60.4937532520
0.0044522899	42.9404799915
0.0045512136	79.6637753654
0.0046528109	72.5038875881
0.0047517346	69.2703898822
0.0048560056	54.4886860839
0.0049549293	60.4937532520
0.0050565266	44.3262647226
0.0051554503	32.5470945083
0.0052570476	55.8744708150
0.0053452769	36.9354128234
0.0054442006	36.7044487016
0.0055457979	35.5496280923
0.0056473953	41.3237311385
0.0057463190	22.3846731470
0.0058452427	33.2399868738
0.0059468400	36.9354128234
0.0060457637	13.1461082730
0.0061473610	29.0826326806
0.0062516320	32.5470945083
0.0063505557	33.9328792394
0.0064548266	25.3872067310
0.0065510767	36.9354128234
0.0066500004	35.5496280923
0.0067542714	32.5470945083
0.0068478478	29.5445609243
0.0069494452	26.5420273402
0.0070537161	14.7628571260
0.0071526398	9.2197182016
0.0072515635	4.3694716428
0.0073531609	14.7628571260
0.0074520846	16.1486418571
0.0075563555	23.7704578781
0.0076552792	19.1511754411
0.0077542029	16.1486418571
0.0078424322	1.5979021806
0.0079440295	4.3694716428
